src,label,arm,model,eval,prev,aucpr,aucpr_sd,roc,roc_sd,f1m,f1m_sd,f1p,f1p_sd,precp,precp_sd,recp,recp_sd
mpnet,count,content,linsvc,REAL,0.04,0.3273,0.0092,0.8749,0.0038,0.6569,0.0049,0.3405,0.0101,0.3509,0.0113,0.3317,0.0222
mpnet,count,content,linsvc,BALANC,0.5,0.8678,0.0011,0.8751,0.0011,0.7945,0.002,0.8019,0.0027,0.7752,0.0054,0.8305,0.0102
mpnet,count,content,logreg,REAL,0.04,0.3207,0.0083,0.8786,0.0033,0.6487,0.0044,0.3244,0.0093,0.34,0.0188,0.312,0.0252
mpnet,count,content,logreg,BALANC,0.5,0.8669,0.0012,0.8787,0.0011,0.7972,0.0015,0.8085,0.0019,0.7681,0.0043,0.8535,0.0081
mpnet,count,content,mlp,REAL,0.04,0.4215,0.014,0.9143,0.0032,0.7063,0.0055,0.4387,0.0103,0.3996,0.0135,0.4867,0.0175
mpnet,count,content,mlp,BALANC,0.5,0.9097,0.0014,0.914,0.0009,0.8356,0.0013,0.8371,0.0011,0.8298,0.0037,0.8445,0.0042
mpnet,count,content,svc,REAL,0.04,0.4509,0.0105,0.8986,0.0042,0.7162,0.0054,0.4545,0.0105,0.4675,0.0201,0.4432,0.0205
mpnet,count,content,svc,BALANC,0.5,0.9037,0.0011,0.8986,0.0008,0.8197,0.0011,0.8182,0.0023,0.8253,0.0055,0.8112,0.0096
mpnet,count,content,xgb,REAL,0.04,0.4792,0.0044,0.9327,0.0009,0.723,0.0017,0.4694,0.0046,0.4496,0.0283,0.4956,0.0423
mpnet,count,content,xgb,BALANC,0.5,0.9268,0.0012,0.9326,0.0008,0.8572,0.001,0.8603,0.0011,0.8424,0.004,0.8791,0.0056
mpnet,rate,combined,histgb,REAL,0.1278,0.4261,0.0138,0.8093,0.005,0.6737,0.0067,0.4362,0.0098,0.4131,0.0217,0.464,0.0245
mpnet,rate,combined,histgb,BALANC,0.5,0.8011,0.0041,0.8085,0.0037,0.7319,0.0038,0.7359,0.0051,0.7256,0.0097,0.7469,0.0166
mpnet,rate,combined,lgbm,REAL,0.1278,0.4271,0.013,0.8108,0.0053,0.6751,0.0058,0.4402,0.0074,0.4102,0.0216,0.4767,0.023
mpnet,rate,combined,lgbm,BALANC,0.5,0.8036,0.0036,0.8103,0.0034,0.737,0.0037,0.7384,0.0028,0.7345,0.0056,0.7424,0.0029
mpnet,rate,combined,linsvc,REAL,0.1278,0.4876,0.0151,0.8413,0.0068,0.7028,0.0047,0.4841,0.0106,0.4716,0.0223,0.5003,0.0393
mpnet,rate,combined,linsvc,BALANC,0.5,0.8352,0.0026,0.8411,0.0024,0.7635,0.0028,0.7633,0.0031,0.7642,0.0051,0.7625,0.0075
mpnet,rate,combined,logreg,REAL,0.1278,0.4843,0.0152,0.8407,0.0064,0.7007,0.0051,0.4825,0.0091,0.4585,0.0224,0.5115,0.0328
mpnet,rate,combined,logreg,BALANC,0.5,0.8338,0.0026,0.8405,0.0025,0.7627,0.0027,0.7649,0.0048,0.7581,0.0079,0.7722,0.0159
mpnet,rate,combined,mlp,REAL,0.1278,0.4179,0.0062,0.7996,0.0059,0.6715,0.0027,0.4297,0.0078,0.4182,0.0173,0.444,0.0317
mpnet,rate,combined,mlp,BALANC,0.5,0.7958,0.0033,0.7996,0.0028,0.724,0.0029,0.7243,0.0062,0.7242,0.0115,0.7251,0.0229
mpnet,rate,combined,svc,REAL,0.1278,0.4873,0.0129,0.8136,0.0082,0.7047,0.0081,0.4867,0.0134,0.4764,0.0241,0.4988,0.0239
mpnet,rate,combined,svc,BALANC,0.5,0.8246,0.002,0.8135,0.0018,0.7477,0.0021,0.7411,0.003,0.7619,0.007,0.7216,0.0104
mpnet,rate,combined,xgb,REAL,0.1278,0.4145,0.011,0.8016,0.0043,0.6703,0.0057,0.4318,0.0102,0.4021,0.0164,0.4679,0.028
mpnet,rate,combined,xgb,BALANC,0.5,0.7948,0.0031,0.8015,0.0024,0.7259,0.0022,0.7251,0.0074,0.7282,0.014,0.7231,0.0282
mpnet,rate,content,histgb,REAL,0.1278,0.4252,0.0133,0.8084,0.0047,0.6737,0.0058,0.4312,0.0107,0.4296,0.0151,0.4337,0.0214
mpnet,rate,content,histgb,BALANC,0.5,0.801,0.0037,0.8078,0.0037,0.7318,0.0035,0.731,0.003,0.7332,0.0049,0.7287,0.0031
mpnet,rate,content,lgbm,REAL,0.1278,0.4263,0.011,0.8102,0.0054,0.6758,0.0072,0.4381,0.0124,0.4206,0.0154,0.4576,0.017
mpnet,rate,content,lgbm,BALANC,0.5,0.8024,0.0044,0.8095,0.0038,0.7352,0.0035,0.7353,0.0028,0.7351,0.0077,0.7357,0.0088
mpnet,rate,content,linsvc,REAL,0.1278,0.4862,0.0153,0.841,0.0067,0.702,0.0055,0.4835,0.014,0.4664,0.0202,0.5057,0.0465
mpnet,rate,content,linsvc,BALANC,0.5,0.8348,0.0026,0.8408,0.0025,0.7638,0.0029,0.7651,0.0025,0.761,0.0044,0.7693,0.0037
mpnet,rate,content,logreg,REAL,0.1278,0.4826,0.0157,0.8404,0.0062,0.6999,0.0059,0.4823,0.0105,0.4508,0.0096,0.5188,0.0162
mpnet,rate,content,logreg,BALANC,0.5,0.8333,0.0026,0.8402,0.0025,0.7621,0.0029,0.7637,0.0038,0.759,0.0074,0.7686,0.0122
mpnet,rate,content,mlp,REAL,0.1278,0.4167,0.0156,0.795,0.0045,0.6722,0.0062,0.4325,0.0117,0.4123,0.0102,0.4552,0.0201
mpnet,rate,content,mlp,BALANC,0.5,0.7932,0.0039,0.7948,0.0033,0.7213,0.0033,0.7226,0.0047,0.7196,0.0076,0.7258,0.0139
mpnet,rate,content,svc,REAL,0.1278,0.4859,0.0131,0.8128,0.0061,0.7032,0.0057,0.4837,0.0054,0.4799,0.0358,0.4918,0.0367
mpnet,rate,content,svc,BALANC,0.5,0.8239,0.0025,0.8127,0.0022,0.7474,0.0026,0.7355,0.0047,0.7742,0.01,0.7008,0.0154
mpnet,rate,content,xgb,REAL,0.1278,0.4081,0.0092,0.8013,0.0041,0.6697,0.0051,0.4289,0.006,0.4101,0.0292,0.4547,0.045
mpnet,rate,content,xgb,BALANC,0.5,0.7922,0.0034,0.8007,0.0032,0.7262,0.0027,0.7285,0.0069,0.7227,0.0049,0.7347,0.0188
LLM,count,llm_claude-opus-4-8,claude-opus-4-8,REAL,0.04,0.4082,0.1133,0.921,0.0148,0.6844,0.0598,0.389,0.114,0.5905,0.2751,0.3,0.0685
LLM,count,llm_claude-opus-4-8,claude-opus-4-8,BALANC,0.5,0.8962,0.0299,0.9198,0.028,0.596,0.0072,0.4572,0.0061,0.9626,0.0519,0.3,0.0
LLM,count,llm_gpt-4o,gpt-4o,REAL,0.04,0.3126,0.1242,0.688,0.0412,0.6922,0.0522,0.4046,0.0996,0.5471,0.1712,0.325,0.0685
LLM,count,llm_gpt-4o,gpt-4o,BALANC,0.5,0.6901,0.0137,0.6828,0.01,0.6139,0.0074,0.4861,0.0063,0.9652,0.0483,0.325,0.0
LLM,count,llm_llama3.1_8b,llama3.1_8b,REAL,0.04,0.3077,0.1578,0.8181,0.0819,0.6435,0.0345,0.3436,0.0608,0.2323,0.0453,0.675,0.1425
LLM,count,llm_llama3.1_8b,llama3.1_8b,BALANC,0.5,0.7943,0.0399,0.8138,0.031,0.7823,0.0332,0.7594,0.0277,0.8707,0.0681,0.675,0.0
LLM,count,llm_qwen2.5_7b,qwen2.5_7b,REAL,0.04,0.2679,0.0823,0.8883,0.0316,0.6141,0.0269,0.305,0.0439,0.1918,0.0303,0.75,0.0884
LLM,count,llm_qwen2.5_7b,qwen2.5_7b,BALANC,0.5,0.8515,0.054,0.8882,0.0389,0.8067,0.0377,0.7969,0.0317,0.853,0.071,0.75,0.0
DistilBERT,count,bert_endtoend,DistilBERT,REAL,0.04,0.6434,0.0278,0.9677,0.0058,0.7938,0.01,0.605,0.0191,0.5881,0.0651,0.635,0.0674
mpnet-base-BERT,count,bert_endtoend,mpnet-base-BERT,REAL,0.04,0.6385,0.0882,0.9581,0.0095,0.8224,0.0166,,0.0,,0.0,,0.0
